     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    413696,        26,         0,    32.1,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
    338944,        35,         0,    32.2,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    307200,        48,         0,    32.1,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
    251904,        58,         0,    32.2,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
    732160,        13,         0,    44.9,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
    936960,       226,         0,   120.0,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
   1676288,        46,         0,   119.8,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
   1227776,       105,         0,   119.9,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    661504,        23,         0,    44.9,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
   1473536,        60,         0,   119.8,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
    569344,        23,         0,    45.0,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
    478208,        43,         0,    45.0,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    431104,        63,         0,    45.0,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
   1132544,       167,         0,   119.9,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
    355328,       101,         0,    45.0,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
   1973248,        49,         0,   119.8,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
   1029120,        19,         0,    62.9,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
    937984,        27,         0,    62.9,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
    795648,        46,         0,    62.9,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
