     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      2048,        40,         0,   0.168,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        21,         0,   0.114,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      1024,        32,         0,   0.104,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      1024,        16,         0,   0.086,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      3072,        49,         0,   0.263,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        27,         0,   0.104,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      2048,        60,         0,   0.200,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      4096,        67,         0,   0.336,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      2048,        66,         0,   0.191,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      3072,        76,         0,   0.323,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      6144,        90,         0,   0.470,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      3072,        69,         0,   0.326,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      9216,       165,         0,   0.596,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      5120,       105,         0,   0.489,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
     12288,       228,         0,   0.802,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
    236544,      1214,         0,    11.7,chromobius,9cb6fe268404e3b83e6891e273365c82e0e7f6f9a5c76e2e1fc224ede16edc52,"{""d"":7,""p"":0.00041753189365604,""r"":28}",
      7168,       190,         0,   0.646,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      8192,       221,         0,   0.818,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
     17408,       308,         0,    1.18,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
     12288,       307,         0,    1.18,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
